ST,TYPE,year,clsrmnths_mean,eligmnths_mean,ipemnths_mean,clsrmnths_sd,eligmnths_sd,ipemnths_sd,clsrmnths_median,eligmnths_median,ipemnths_median,clsrmnths_min,eligmnths_min,ipemnths_min,clsrmnths_max,eligmnths_max,ipemnths_max
North Dakota,Combined,2011,30.88818758,29.60732573,25.25589354,26.85917523,26.69411657,25.75417468,22.83333333,21.26666667,15.9,3.166666667,2.133333333,1.9,177.9666667,175.0666667,169.6333333
Northern Marianas,Combined,2008,16.4800813,14.83943089,13.43495935,7.154673398,7.057564851,6.370258187,14.78333333,12.78333333,11.66666667,4.666666667,4.2,3.933333333,36.86666667,36.33333333,32.43333333
Northern Marianas,Combined,2009,18.56616162,16.43131313,14.7030303,9.633622553,9.473917192,9.20120157,16.68333333,14.9,13.6,6.233333333,3.733333333,1.4,50.4,49.83333333,48.5
Northern Marianas,Combined,2010,14.84968553,12.87044025,11.55408805,7.460874077,7.444927891,7.244512295,13.03333333,11.1,10.36666667,6,2.966666667,1.233333333,41.1,39.13333333,36.13333333
Northern Marianas,Combined,2011,15.90074074,13.85703704,13.08296296,11.24206676,11.01318682,10.73825556,12.9,10.43333333,9.9,5.6,3.666666667,2.833333333,66.46666667,64.7,62.73333333
Ohio,Combined,2008,18.54942568,17.67837931,15.19900032,17.42751588,17.28010159,16.20711457,13.23333333,12.2,9.866666667,0.1,0.1,0,191.3666667,187.3,187.3
Ohio,Combined,2009,19.04737395,18.08852808,15.52013859,18.01184524,17.91911515,16.91976682,13.6,12.46666667,9.933333333,0.6,0.233333333,0,314.1333333,309.1333333,309.1333333
Ohio,Combined,2010,19.12938199,18.05986799,15.50347777,17.450179,17.42745396,16.53034057,13.83333333,12.6,10.16666667,0.666666667,0.066666667,0,219.0666667,217.0666667,216.0666667
Ohio,Combined,2011,23.74612728,22.40125448,19.0065434,17.55977879,17.69920688,17.05263357,18.93333333,17.55,14.06666667,1.633333333,1.066666667,0,207.4,207.4,143.8
Oklahoma,Combined,2008,39.6904134,38.74802721,36.39360544,27.90545109,27.74644541,26.89761099,32.83333333,31.7,29.26666667,3.533333333,2.733333333,0,237.2,237.1666667,237.1666667
Oklahoma,Combined,2009,44.86380729,43.85509205,40.77724246,29.91531217,29.8535329,29.35991512,37.63333333,36.8,34.78333333,1.3,0.6,0.3,264.2666667,261.1666667,261.1666667
Oklahoma,Combined,2010,35.69017865,34.57444228,31.6606961,30.80470836,30.67257804,30.23356777,29.2,27.7,19.7,1,0.666666667,0.4,305.7666667,302.5333333,302.2333333
Oklahoma,Combined,2011,33.5399754,32.40057196,29.7153198,29.79111014,29.80633591,28.91544472,21.2,19.85,17.5,0.633333333,0.633333333,0.366666667,307.8,306.6,182.9
Oregon,Blind,2008,67.83109244,65.33669468,60.72352941,48.31964397,46.14957985,45.67206244,61.21666667,60.23333333,53.03333333,1.533333333,1.333333333,0.966666667,263.8666667,246.5333333,246.5333333
Oregon,Blind,2009,44.28825137,42.87295082,39.69672131,41.3066676,40.67540175,40.54358795,27.88333333,27.3,24.9,5.366666667,5.033333333,3.666666667,180.4,179.4,173.4333333
Oregon,Blind,2010,44.43825137,43.15327869,40.09371585,38.67950311,38.16605583,37.34172312,30.81666667,30.13333333,26.96666667,5,3.5,2.966666667,194.0666667,193.9,191.8
Oregon,Blind,2011,46.18357843,44.83897059,41.08210784,46.29870524,44.81737144,44.21351001,29.35,28.25,22.41666667,4.4,4.166666667,2.633333333,237.5666667,216.4666667,215.0666667
Oregon,General,2008,15.90752249,14.84956058,11.7071877,13.04679994,12.90756789,11.72397906,11.96666667,10.83333333,7.616666667,0.866666667,0.433333333,0.266666667,110.8333333,110.8333333,109.6333333
Oregon,General,2009,17.73766079,16.64819919,13.5112183,14.97451449,14.8568411,13.78963459,13.56666667,12.4,9.2,2.033333333,1.633333333,0.4,168.2,165.9333333,156.5
Oregon,General,2010,22.59885102,21.48474051,16.81311645,13.88892912,13.75954434,13.1889651,19.73333333,18.56666667,14.5,1.6,1.6,0,181.9333333,181.9,176.0666667
Oregon,General,2011,21.01842993,19.81909435,14.34588572,14.75949571,14.66927466,13.83451228,17.23333333,16.1,8.933333333,1.8,1.133333333,0.1,132.5666667,126.7666667,121.9
Pennsylvania,Combined,2008,29.84768224,28.47081269,25.81116714,25.95137926,25.69045882,24.50963038,22.1,20.68333333,17.76666667,0.2,0,0,285.3666667,285.3666667,285.3666667
Pennsylvania,Combined,2009,31.08390315,29.66337348,27.09948899,28.13603437,27.78233528,26.59052554,22.56666667,21.13333333,18.63333333,0.033333333,0,0,294.7666667,289.7666667,265.1
Pennsylvania,Combined,2010,31.85421201,30.37927295,28.33290916,28.23317481,27.97963225,27.13178446,22.9,21.23333333,19.4,0.2,0.033333333,0,246.6333333,244.9,240.6666667
Pennsylvania,Combined,2011,31.41486524,29.92071304,27.98758862,28.08440786,27.92156107,26.97542632,22.76666667,21.13333333,19.43333333,0.433333333,0.2,0,325.8666667,314.4,314.4
Puerto Rico,Combined,2008,54.44709596,51.67189604,45.80021044,37.00365572,36.50430347,33.67736613,46,42.48333333,36.98333333,3,2.966666667,0,275.0333333,235.4666667,200.0333333
Puerto Rico,Combined,2009,52.29464374,49.50560332,43.88851665,35.53266345,35.03137248,33.52873229,42.63333333,39.7,34.7,1.766666667,0.833333333,0,271.1,251.1,216.6333333
Puerto Rico,Combined,2010,53.51580595,50.70955537,45.47438093,36.53423341,36.10370919,35.20673602,45.26666667,42.1,37,3,1.266666667,0,247.1,243.6,224.5
Puerto Rico,Combined,2011,52.22949556,49.44874309,43.90594101,36.05038918,35.62556457,34.43234181,44.88333333,41.43333333,35.75,1.666666667,0.233333333,0,264.4,260.9,221.4
Rhode Island,Combined,2008,32.25450902,31.21155645,26.48206413,28.55480042,27.85234087,25.56666386,23.13333333,22.86666667,18.01666667,3,2.833333333,1,229.2666667,224.7666667,224.7333333
Rhode Island,Combined,2009,31.55271795,30.65682051,26.5914359,28.28714402,27.6263425,25.38903123,23.86666667,22.93333333,19.76666667,3,2.966666667,2.033333333,280.4666667,273.4666667,258.4666667
Rhode Island,Combined,2010,39.03846967,37.95011625,33.71851617,34.80097769,34.01171531,32.34516535,28.43333333,27.63333333,24.46666667,2.733333333,2.733333333,1.7,316,302,302
Rhode Island,Combined,2011,30.02051282,29.06689291,25.27926094,20.97023327,20.99474553,19.54788351,24.55,23.11666667,19.71666667,2,1.733333333,1.733333333,111.1,108.7666667,106.4333333
South Carolina,Blind,2008,21.7835206,20.8991573,20,28.0819325,26.73445731,25.50238051,10.56666667,10.48333333,9.683333333,2.3,1.4,1.2,253.1333333,227.6,203.3
South Carolina,Blind,2009,22.75215924,22.08616734,20.98778677,25.55020201,25.14102787,24.08169444,11.5,11.03333333,10.36666667,0.1,0.1,0.1,144.7,144.2333333,143.5333333
South Carolina,Blind,2010,24.88317308,24.13950321,23.48253205,32.61965078,31.47159288,30.70679214,12.08333333,11.68333333,10.73333333,1.366666667,1.1,0.433333333,296.5333333,274.0333333,274.0333333
South Carolina,Blind,2011,22.59580185,21.94718724,21.05919395,27.91134462,27.44963444,26.70187086,12.26666667,11.6,11.2,1.1,0.9,0.4,168,168,168
South Carolina,General,2008,23.98045271,23.06394537,19.23350784,21.01585713,20.83168778,18.00061722,16.8,15.83333333,13.13333333,0.266666667,0.2,0,186.5333333,183.8333333,140.0666667
South Carolina,General,2009,20.90553785,19.93706729,16.34277999,19.00592726,18.81669165,15.92351882,14.53333333,13.53333333,11.33333333,0.2,0,0,207.6,189.2666667,146.8333333
South Carolina,General,2010,20.27991404,19.25042261,15.73607549,18.52600444,18.38505957,15.27238245,14.16666667,13.03333333,10.73333333,1.1,0.566666667,0,216.6,209.3333333,162.4
South Carolina,General,2011,20.36141574,19.31614291,16.04574582,18.3864239,18.18399667,15.48326279,14.5,13.4,11.1,0.866666667,0.666666667,0,228.6,224.8,167.9333333
South Dakota,Blind,2008,26.58131868,25.78937729,22.93150183,28.44189104,28.33786494,25.23133921,18.06666667,16.93333333,14.86666667,4.566666667,4.033333333,2.5,152.7,151.0666667,148.3666667
South Dakota,Blind,2009,22.61623932,21.68931624,20.21132479,17.91998203,17.80542585,17.1008996,17.23333333,16.23333333,15.05,0.9,0.333333333,0.333333333,101.7666667,100.5333333,95.06666667
South Dakota,Blind,2010,20.87262693,19.88940397,18.56269316,15.12038559,15.08319662,14.59824542,16.7,15.73333333,14.3,3.7,3.233333333,3,96.6,94.73333333,88.73333333
South Dakota,Blind,2011,24.19068323,23.43747412,21.89440994,20.88930455,20.82334252,20.0492987,16.4,15.9,15.06666667,2.8,2.733333333,1.633333333,141.9,140.1,133.1666667
South Dakota,General,2008,22.85511163,21.78245202,18.93768116,20.77953061,20.58879034,20.07170168,15.63333333,14.6,11,1.433333333,1,1,125.9,125.4333333,122.3666667
South Dakota,General,2009,21.22473327,20.26469447,17.66210799,21.18583179,20.96087024,19.63661869,13.33333333,12.33333333,10.36666667,0.566666667,0.433333333,0.166666667,163.8333333,159.7,156.9
South Dakota,General,2010,20.01094484,18.9633216,16.36684272,19.06482109,18.87231083,18.03126941,13.2,12.18333333,9.9,2,0.666666667,0.433333333,119.8666667,118.9333333,114.7333333
South Dakota,General,2011,22.58969428,21.47628205,18.49778107,21.72797765,21.60919127,20.80970987,14.73333333,13.56666667,10.73333333,1.433333333,0.9,0.5,153.0333333,151.4,148.5
Tennessee,Combined,2008,67.28876105,65.7596959,60.75676773,41.33898632,41.05842133,42.13993629,64.2,61.66666667,54.51666667,1.6,1.5,0.466666667,302.8,299.1666667,299.1666667
Tennessee,Combined,2009,50.89870375,49.39562517,41.9799892,39.07726491,38.6895226,39.03372827,38.7,37,26.8,1.5,1.466666667,0.233333333,222.1333333,216.5333333,203.7
Tennessee,Combined,2010,46.13775206,44.74363493,36.51405401,37.93450087,37.56178135,36.81857182,32.76666667,31.8,22.05,0.766666667,0.666666667,0.233333333,233.2333333,228.8666667,224.2
Tennessee,Combined,2011,49.19663853,47.81332001,39.17899452,39.22543078,38.94433523,38.085546,35.56666667,34.53333333,25.25,1.4,0.9,0.066666667,229.4666667,222.5,221.9333333
Texas,Blind,2008,30.1832913,29.31422867,27.2641446,31.75294003,31.5184902,30.8863252,18.91666667,17.98333333,15.68333333,2.133333333,1.466666667,0.466666667,212.3,206.7666667,206.7666667
Texas,Blind,2009,28.08283039,27.26990982,25.27750607,29.55212283,29.38794036,29.06832145,17.31666667,16.41666667,14.61666667,0.633333333,0.633333333,0.633333333,233.3666667,227,226.0666667
Texas,Blind,2010,28.51352391,27.72128051,25.72805082,28.81616837,28.65655882,28.35497773,17.6,16.75,14.7,1.7,1.666666667,0.866666667,203.9,198.9666667,198.5666667
Texas,Blind,2011,29.54102431,28.75531988,26.59037765,31.65909374,31.48232699,31.07798432,18.1,17.33333333,15.16666667,1.766666667,1.766666667,0.033333333,237.3666667,235.2666667,234.2
Texas,General,2008,27.09524507,25.69240918,23.33806997,21.97386728,21.97869893,21.23748718,20.03333333,18.5,16.23333333,1.1,0.333333333,0,238.5,236.2333333,200.7333333
Texas,General,2009,26.0616165,24.64675108,22.22412645,21.64620189,21.60685953,20.86648086,19.1,17.66666667,15.3,0.233333333,0.1,0,221.1666667,220.5666667,173.0333333
Texas,General,2010,25.01143909,23.60892666,21.19901776,21.52176689,21.49240306,20.70836817,17.9,16.56666667,14.06666667,0.533333333,0.233333333,0,244,242.9333333,183.5
Texas,General,2011,24.70201615,23.27466269,19.88588352,21.02804602,20.9785894,20.22716371,18.03333333,16.6,13.23333333,0.1,0.1,0,217.2666667,213.3666667,213.3666667
Utah,Combined,2008,32.37859858,31.29021946,27.65029376,26.4329197,26.14341569,22.90512296,25.01666667,23.88333333,20.03333333,2.966666667,1.4,0.266666667,191.8333333,184.0666667,146.7666667
Utah,Combined,2009,29.93116404,28.92050191,25.84818517,25.9328749,25.68436167,23.10691592,20.83333333,19.8,17.2,2.766666667,2.4,1.5,261.2333333,247.9,133.0333333
Utah,Combined,2010,29.50318193,28.50356043,25.6329805,26.20267102,26.03987916,23.82549907,20.5,19.53333333,17.26666667,0.033333333,0.033333333,0.033333333,243.6333333,242.0333333,140.9333333
Utah,Combined,2011,28.22644304,27.25153527,24.46746694,22.76142892,22.64318531,21.38588196,21.83333333,20.83333333,17.8,2.466666667,1.866666667,0.266666667,218.5,217.2333333,184.6666667
Vermont,Blind,2008,28.48927203,28.04521073,27.16781609,32.18179084,32.13264819,31.05784361,15.86666667,15.03333333,14.26666667,3.966666667,2.1,2.1,169.7,169.6,162.1
Vermont,Blind,2009,27.63580247,26.95864198,26.24753086,26.96998744,26.86684828,26.52502578,19,17.91666667,17.56666667,3.666666667,2,2,193.9,191.9666667,191.7333333
Vermont,Blind,2010,28.37207207,27.68318318,26.73153153,24.15152903,24.09908581,23.52249808,18.9,18.23333333,18.06666667,4.9,4.3,3.466666667,132.7,132.7,130.1333333
Vermont,Blind,2011,33.27259259,32.44888889,31.29111111,37.23765045,34.97989977,32.66851856,20.16666667,19.98333333,19.61666667,3.2,2.966666667,0,270.1,239.2666667,210.6666667
Vermont,General,2008,20.90610743,20.30198675,17.04757174,21.21242604,21.08728121,19.13780172,14.03333333,13.3,9.983333333,1.3,1,0.866666667,256.8333333,253.5,213.4666667
Vermont,General,2009,20.89554734,20.22501713,16.95655569,20.76198801,20.64335139,19.29388797,14.53333333,13.76666667,10.56666667,0.733333333,0.733333333,0.233333333,286.4,286.3666667,286.3666667
Vermont,General,2010,19.20681493,18.48616205,15.56379243,17.97878465,17.59804605,16.11248981,13.93333333,13.3,10.4,0.9,0.633333333,0,159.8333333,158,157.0666667
Vermont,General,2011,19.49877135,18.86862022,16.34157759,18.43110483,18.18353379,16.95566798,13.6,12.93333333,10.8,0.233333333,0.233333333,0,200.6,199.4333333,191.6
Virgin Islands,Combined,2008,34.24264706,32.09901961,28.70931373,25.47707313,24.59581931,24.02845939,28.76666667,27.48333333,22.5,2.8,2.566666667,1.366666667,144.6,125.1,124.7666667
Virgin Islands,Combined,2009,29.9625641,26.79641026,23.46820513,22.34241615,21.8488861,20.95216645,22.66666667,20.4,16.2,3.233333333,1.733333333,0.466666667,96.53333333,93.3,91.53333333
Virgin Islands,Combined,2010,29.48955823,26.67068273,23.26546185,23.99616384,23.13002917,21.7104345,23.73333333,22,17.33333333,3.333333333,2.833333333,1.566666667,126.9,123.9,119.5666667
Virgin Islands,Combined,2011,32.11319444,29.24756944,25.53055556,27.52496176,26.6668262,23.59354737,21.11666667,19.5,16.66666667,1.233333333,1.133333333,0.566666667,112.3333333,111.1,110.2666667
Virginia,Blind,2008,34.39753567,33.50337224,27.41634241,37.86964837,37.82530048,32.01353841,19.16666667,18.26666667,15.4,2.5,2.3,0.7,225.8666667,224.8666667,224.8666667
Virginia,Blind,2009,32.72520046,31.89473081,25.65223368,34.63997844,34.12574127,30.91791428,18.83333333,18.16666667,13.36666667,2.366666667,2.066666667,0.866666667,241.8666667,217.8666667,203.8666667
Virginia,Blind,2010,33.02547619,32.00119048,27.09202381,35.30740739,35.34991516,32.06929431,19.88333333,18.76666667,14.51666667,1.833333333,1.033333333,0.866666667,187,183.8333333,183.5333333
Virginia,Blind,2011,32.55023474,31.40704225,26.57382629,32.76100863,32.92072245,28.95820905,20.65,19.28333333,15.91666667,2.166666667,0.6,0.166666667,193.1333333,190.1333333,190.1333333
Virginia,General,2008,24.42738675,23.15253338,20.25466118,21.68695691,21.43888204,20.21730532,17.53333333,16.23333333,13.43333333,0.633333333,0.633333333,0,224.7333333,206.9666667,206.9666667
Virginia,General,2009,25.74037597,24.40571537,21.44714232,22.33370766,22.05517475,21.04198529,18.93333333,17.5,14.63333333,0.833333333,0.5,0.433333333,241.6333333,218.1,218.1
Virginia,General,2010,24.77543808,23.50767621,19.98374221,19.48094223,19.25678125,18.09431308,20.03333333,18.93333333,14.63333333,0.366666667,0.366666667,0.1,206.5333333,203.9666667,184.0666667
Virginia,General,2011,23.6849423,22.42758981,19.21611583,19.28080879,19.13688974,17.66421244,17.26666667,15.7,13.2,0.3,0.233333333,0.1,191.5,190.4666667,168.1333333
Washington,Blind,2008,33.0700565,32.01581921,26.73559322,32.03217686,31.46923001,29.29210873,20.76666667,19.16666667,14.73333333,3.633333333,3.166666667,3.066666667,205.8333333,190.9,190.7666667
Washington,Blind,2009,32.50044444,31.52281481,27.16014815,33.00211009,32.89624793,31.87678795,21.93333333,21.06666667,16.56666667,3.733333333,3.3,2.733333333,235.1,234.1,233.8
Washington,Blind,2010,32.29551282,31.32532051,26.45608974,31.13264095,31.02514295,28.75931654,22.26666667,19.9,14.76666667,3.5,3.466666667,2.866666667,195.2666667,193.3,182.3
Washington,Blind,2011,33.82011494,32.7941092,28.87658046,38.11198377,37.97635044,35.9947212,18.7,17.95,14.15,3.233333333,3.233333333,2.966666667,211.4,211.3666667,201.7666667
Washington,General,2008,31.87313368,30.57804905,17.36717665,21.70437721,21.51121373,18.99545538,27.11666667,25.85,9.366666667,0.466666667,0.466666667,0.066666667,141.2,137.2333333,134.7666667
Washington,General,2009,26.38670813,25.09309683,15.59862551,22.43386133,22.32615296,17.58758699,17.4,16.03333333,9.666666667,0.7,0.3,0.066666667,208.1333333,201.4,186.7666667
Washington,General,2010,22.45820685,21.16024976,15.25326929,20.95210631,20.84084763,16.31011786,15.4,14.06666667,10.46666667,0.666666667,0.333333333,0.2,203.5333333,203.0666667,202.0333333
Washington,General,2011,21.79665269,20.51891514,16.00316311,19.11156365,19.02297969,15.73392259,16.13333333,14.8,11.26666667,1.933333333,0.9,0.1,166.8,166.0666667,163.0333333
West Virginia,Combined,2008,32.93663565,31.57122788,26.16730524,27.36004813,27.04110556,25.47831227,25.3,24.13333333,14.63333333,1.733333333,1.733333333,0.666666667,225.2666667,214.1666667,150.6
West Virginia,Combined,2009,32.94911579,31.44016473,26.59067345,31.31127243,30.62233276,28.96188938,20.6,19.18333333,13.98333333,1.733333333,0.5,0.2,319.6333333,302.1333333,300.7666667
West Virginia,Combined,2010,25.95237333,24.729824,20.960352,26.03696114,25.74946251,23.94645734,15.9,14.76666667,11.33333333,1.2,0.666666667,0.233333333,383.3333333,363.9333333,356.1333333
West Virginia,Combined,2011,23.31194733,22.00495002,19.00258554,22.59358599,22.39937051,20.73530427,15.21666667,13.98333333,10.98333333,2.966666667,1.933333333,0.933333333,178.1,164.1666667,164.0666667
Wisconsin,Combined,2008,26.12792704,24.94303356,20.54111048,21.93522315,21.82283384,18.98824336,18.53333333,17.36666667,15.26666667,0.9,0.9,0,210.3666667,203.2666667,177.6333333
Wisconsin,Combined,2009,29.19617611,27.97397334,23.42446479,22.9525078,22.89710729,20.51863467,21.83333333,20.6,18.56666667,1.133333333,0.7,0,246.2,242.3,151.0333333
Wisconsin,Combined,2010,27.95240991,26.67476395,21.25899451,22.36581636,22.34330169,21.27550238,21.13333333,19.8,13.03333333,1.566666667,1.4,0.133333333,247.7,242.7,154.8666667
Wisconsin,Combined,2011,29.53493869,28.26757066,23.1576995,22.79489568,22.70171159,21.42563365,22.83333333,21.53333333,16.56666667,1.933333333,1.433333333,0,273.5,268.5,168.7
Wyoming,Combined,2008,21.47838509,20.05374741,17.05668737,18.20637693,18.09215343,17.07495616,15.7,13.96666667,10.93333333,1.566666667,1.133333333,0.833333333,125.2,125.2,125.1
Wyoming,Combined,2009,20.21042245,18.80783225,16.10428615,18.26488407,18.1955073,17.36903301,14.46666667,13.03333333,10.53333333,1.366666667,0.5,0.066666667,132,131.3333333,131.3333333
Wyoming,Combined,2010,20.67290397,19.13458079,16.37389034,17.15612772,17.02599023,16.33431256,15.13333333,13.76666667,10.9,1.5,0.033333333,0,158.2,156.5,155.9333333
Wyoming,Combined,2011,21.1512,19.69072593,16.95042963,16.81923478,16.70755246,16.05138346,16.93333333,15.23333333,12.63333333,1.133333333,1.033333333,0.333333333,123.6,123.0333333,116.8666667
